ID,NAME,DATEADDED,LOCATION,MD5_HASH,SHA256_HASH,CUCKOO_ID,MALICIOUS,DOWNLOADED,CATEGORY
۳۶۱,8d2f2ee24882afe11f50e3d6d9400e35fa66724b321cb9f5a246baf63cbc1788.exe,2021-08-27 20:46:42,Ransomwares/CryptoLocker/CryptoLocker_8d2f2ee24882afe11f50e3d6d9400e35fa66724b321cb9f5a246baf63cbc1788.exe,7fefb77a270715166ddd1e323695a9bd,8d2f2ee24882afe11f50e3d6d9400e35fa66724b321cb9f5a246baf63cbc1788,۱۰۷,۱,۱,CryptoLocker
۳۶۲,b621f1f8982275608b48ba66fb69fdc6a1dfd9292b9725daf5f45b25493c4680.exe,2021-08-27 20:46:42,Ransomwares/Epsilon/Epsilon_b621f1f8982275608b48ba66fb69fdc6a1dfd9292b9725daf5f45b25493c4680.exe,68e79d26e4276efb489cfe9f297b92a3,b621f1f8982275608b48ba66fb69fdc6a1dfd9292b9725daf5f45b25493c4680,۱۲۰,۱,۱,Epsilon
۳۶۳,b5e178f6b78d77fa92e271409eb3d0472c5608df13fbb7de1f8501f0ee87a8d0.exe,2021-08-27 20:46:42,Ransomwares/Epsilon/Epsilon_b5e178f6b78d77fa92e271409eb3d0472c5608df13fbb7de1f8501f0ee87a8d0.exe,c6ec91aaa2bba2deb31fb645a2f9b9e4,b5e178f6b78d77fa92e271409eb3d0472c5608df13fbb7de1f8501f0ee87a8d0,۱۳۴,۱,۱,Epsilon
۳۶۴,6b2affdfb3fe673b22ba6108fc78986ffea8167c5f3a80834e48378659d0ea83.exe,2021-08-27 20:46:42,Ransomwares/Epsilon/Epsilon_6b2affdfb3fe673b22ba6108fc78986ffea8167c5f3a80834e48378659d0ea83.exe,77d69cda0eebcd83f3a5e48d5f46a0d6,6b2affdfb3fe673b22ba6108fc78986ffea8167c5f3a80834e48378659d0ea83,۱۹۲,۱,۱,Epsilon
۳۶۹,ff68685fdcd4c84426418963ce5cb961775419863cd02e8f2f69c6d46b3d134c.exe,2021-08-27 20:46:42,Ransomwares/Jackpot/Jackpot_ff68685fdcd4c84426418963ce5cb961775419863cd02e8f2f69c6d46b3d134c.exe,a542cbb17361195e396a3746a542ad9f,ff68685fdcd4c84426418963ce5cb961775419863cd02e8f2f69c6d46b3d134c,۱۶۷,۱,۱,Jackpot
۳۷۲,20f7fce0e0f522a1fe1c6b51967fc1236e428d8ce45dc2a10738d03db57beb44.exe,2021-08-27 20:46:43,Ransomwares/#Other/4444/4444_20f7fce0e0f522a1fe1c6b51967fc1236e428d8ce45dc2a10738d03db57beb44.exe,fe0a568b8a02fc0acfeba4bfc778e14f,20f7fce0e0f522a1fe1c6b51967fc1236e428d8ce45dc2a10738d03db57beb44,۸۰,۱,۱,4444
۳۷۳,clop.bin,2021-08-27 20:46:43,Ransomwares/#Other/#Other_clop.bin,a04eb443870896fbe9a0b6468c4844f7,a867deb1578088d066941c40e598e4523ab5fd6c3327d3afb951073bee59fb02,۷۹,۱,۱,#Other
۳۷۴,revil_sodinokibi,2021-08-27 20:46:43,Ransomwares/#Other/#Other_revil_sodinokibi,6e3efb83299d800edf1624ecbc0665e7,2ca64feaaf5ab6cf96677fbc2bc0e1995b3bc93472d7af884139aa757240e3f6,۸۱,۱,۱,#Other
۳۷۵,phobos.bin,2021-08-27 20:46:44,Ransomwares/#Other/#Other_phobos.bin,e59ffeaf7acb0c326e452fa30bb71a36,a91491f45b851a07f91ba5a200967921bf796d38677786de51a4a8fe5ddeafd2,۸۳,۱,۱,#Other
۳۷۶,61ed6d658982a4c7b3d3c403b02c64ce78237257d51755bc53f58681fdc6dbe9,2021-08-27 20:46:44,Ransomwares/#Other/#Other_61ed6d658982a4c7b3d3c403b02c64ce78237257d51755bc53f58681fdc6dbe9,cba332f4fe24a868b684f0db60426949,61ed6d658982a4c7b3d3c403b02c64ce78237257d51755bc53f58681fdc6dbe9,۹۴,۱,۱,#Other
۳۷۷,1d4322dbad293847de14eca09bee5056eaede7ce178490e101642bf1f5875e37,2021-08-27 20:46:44,Ransomwares/#Other/#Other_1d4322dbad293847de14eca09bee5056eaede7ce178490e101642bf1f5875e37,82a06c622ba85f44f138889e233c5efa,1d4322dbad293847de14eca09bee5056eaede7ce178490e101642bf1f5875e37,۹۵,۱,۱,#Other
۳۷۸,131.exe,2021-08-27 20:46:44,Ransomwares/Mamba/Mamba_131.exe,409d80bb94645fbc4a1fa61c07806883,2ecc525177ed52c74ddaaacd47ad513450e85c01f2616bf179be5b576164bf63,۱۷۷,۱,۱,Mamba
۳۷۹,3fc382ae51ceca3ad6ef5880cdd2d89ef508f368911d3cd41c71a54453004c55.dll,2021-08-27 20:46:44,Ransomwares/Egregor/Egregor_3fc382ae51ceca3ad6ef5880cdd2d89ef508f368911d3cd41c71a54453004c55.dll,c3c7a97da396085eb48953e638c3c9c6,3fc382ae51ceca3ad6ef5880cdd2d89ef508f368911d3cd41c71a54453004c55,۱۱۸,۱,۱,Egregor
۳۸۰,42ac07c5175d88d6528cfe3dceacd01834323f10c4af98b1a190d5af7a7bb1cb.dll,2021-08-27 20:46:44,Ransomwares/Egregor/Egregor_42ac07c5175d88d6528cfe3dceacd01834323f10c4af98b1a190d5af7a7bb1cb.dll,1a65aae1076d8026bde8e576adcdadd2,42ac07c5175d88d6528cfe3dceacd01834323f10c4af98b1a190d5af7a7bb1cb,۱۳۳,۱,۱,Egregor
۳۸۱,319ec80eae65c1d39df27c80b52fe7fe1fadc6e9ceabf72f57d1b29e0467ac02.dll,2021-08-27 20:46:44,Ransomwares/Egregor/Egregor_319ec80eae65c1d39df27c80b52fe7fe1fadc6e9ceabf72f57d1b29e0467ac02.dll,1989da2404fb8006dc6a71d1777b1521,319ec80eae65c1d39df27c80b52fe7fe1fadc6e9ceabf72f57d1b29e0467ac02,۱۹۱,۱,۱,Egregor
۳۹۹,fad5762531487da0f76f144c248ca753b83389dee88407ddb4ae7b6a078ffdfb.exe,2021-08-27 20:46:45,Ransomwares/Expiro/Expiro_fad5762531487da0f76f144c248ca753b83389dee88407ddb4ae7b6a078ffdfb.exe,bac851eb7c300d9a66f9b1ede88d3af1,fad5762531487da0f76f144c248ca753b83389dee88407ddb4ae7b6a078ffdfb,۱۳۷,۱,۱,Expiro
۴۰۰,155f3c2b2fe4fe43a1795c220ceb309b5e68f22ccd3a2cc7f2e6e2df5644717b.exe,2021-08-27 20:46:45,Ransomwares/Expiro/Expiro_155f3c2b2fe4fe43a1795c220ceb309b5e68f22ccd3a2cc7f2e6e2df5644717b.exe,be84ddd964ad16a6e8f8d4cbf8afdc35,155f3c2b2fe4fe43a1795c220ceb309b5e68f22ccd3a2cc7f2e6e2df5644717b,۱۹۴,۱,۱,Expiro
۴۰۲,d4492a9eb36f87a9b3156b59052ebaf10e264d5d1ce4c015a6b0d205614e58e3.exe,2021-08-27 20:46:45,Ransomwares/Nefilim/Nefilim_d4492a9eb36f87a9b3156b59052ebaf10e264d5d1ce4c015a6b0d205614e58e3.exe,8f90539c405672016c0dec7ac3574eea,d4492a9eb36f87a9b3156b59052ebaf10e264d5d1ce4c015a6b0d205614e58e3,۲۱۰,۱,۱,Nefilim
۴۰۷,faa47da24f0494f637c0264a6d1d53f033a693c5bce624b8e9d4c525dd0e2e9f.exe,2021-08-27 20:46:45,Ransomwares/Crypt888/Crypt888_faa47da24f0494f637c0264a6d1d53f033a693c5bce624b8e9d4c525dd0e2e9f.exe,c30b770ed4e60beb23972392af2be97e,faa47da24f0494f637c0264a6d1d53f033a693c5bce624b8e9d4c525dd0e2e9f,۱۰۵,۱,۱,Crypt888
۴۰۸,650eb12a21a9ab6b9a3063f366e59066f12040cad0ff5967b028d9c199abc955.xls,2021-08-27 20:46:45,Ransomwares/LolKek/LolKek_650eb12a21a9ab6b9a3063f366e59066f12040cad0ff5967b028d9c199abc955.xls,400e6efd2c77e645e0dc39c2982ddf56,650eb12a21a9ab6b9a3063f366e59066f12040cad0ff5967b028d9c199abc955,۱۷۴,۱,۱,LolKek
۴۰۹,0d2137d133179a2fbff7bf38a8125d4b74e9615aaa47b5f4a3056eccce7a8f6e.exe,2021-08-27 20:46:45,Ransomwares/InfinityLock/InfinityLock_0d2137d133179a2fbff7bf38a8125d4b74e9615aaa47b5f4a3056eccce7a8f6e.exe,24f89b42a9614bfbdb4c2bf97c0b0257,0d2137d133179a2fbff7bf38a8125d4b74e9615aaa47b5f4a3056eccce7a8f6e,۱۶۶,۱,۱,InfinityLock
۴۱۰,27a1f89ce5a37815010c8411dddec85d5d66e81a957ad722fbd2dc64f99651c8.exe,2021-08-27 20:46:45,Ransomwares/InfinityLock/InfinityLock_27a1f89ce5a37815010c8411dddec85d5d66e81a957ad722fbd2dc64f99651c8.exe,3822d0484ec81d615a0913c398ad1f83,27a1f89ce5a37815010c8411dddec85d5d66e81a957ad722fbd2dc64f99651c8,۲۰۰,۱,۱,InfinityLock
۴۱۱,04d8109c6c78055d772c01fefe1e5f48a70f2a65535cff17227b5a2c8506b831.exe,2021-08-27 20:46:45,Ransomwares/CryLock/CryLock_04d8109c6c78055d772c01fefe1e5f48a70f2a65535cff17227b5a2c8506b831.exe,01a378b49db5cdae61453520e58fd7a8,04d8109c6c78055d772c01fefe1e5f48a70f2a65535cff17227b5a2c8506b831,۱۰۴,۱,۱,CryLock
۴۱۲,77f1ebb5392e31c451ffa322b88e87fc235ba4450033c5987822f2564a0fde9e.exe,2021-08-27 20:46:45,Ransomwares/CryLock/CryLock_77f1ebb5392e31c451ffa322b88e87fc235ba4450033c5987822f2564a0fde9e.exe,50a164008cba747df122c26dddeff2da,77f1ebb5392e31c451ffa322b88e87fc235ba4450033c5987822f2564a0fde9e,۱۲۷,۱,۱,CryLock
۴۱۳,03014ebd23ea5748d944cadd8b2ab3001fea716b877ff537737eee63ee5cfe28.exe,2021-08-27 20:46:45,Ransomwares/CryLock/CryLock_03014ebd23ea5748d944cadd8b2ab3001fea716b877ff537737eee63ee5cfe28.exe,fcd9c002e5d17156f5b10103f0a8d4c4,03014ebd23ea5748d944cadd8b2ab3001fea716b877ff537737eee63ee5cfe28,۱۸۵,۱,۱,CryLock
۴۱۹,0dd34e1326f18ab113be5ec91003577845f62ce25bbed8f92bff0b4077fe45da.exe,2021-08-27 20:46:46,Ransomwares/MedusaLocker/MedusaLocker_0dd34e1326f18ab113be5ec91003577845f62ce25bbed8f92bff0b4077fe45da.exe,e63e41e15e86489a98dbeb2e6cb44e8a,0dd34e1326f18ab113be5ec91003577845f62ce25bbed8f92bff0b4077fe45da,۲۰۶,۱,۱,MedusaLocker
۴۵۰,cryptowall.bin,2021-08-27 20:46:49,Ransomwares/Cryptowall/Cryptowall_cryptowall.bin,47363b94cee907e2b8926c1be61150c7,45317968759d3e37282ceb75149f627d648534c5b4685f6da3966d8f6fca662d,۱۰۸,۱,۱,Cryptowall
۴۵۳,511fee839098dfa28dd859ffd3ece5148be13bfb83baa807ed7cac2200103390.exe,2021-08-27 20:46:49,Ransomwares/Nemty/Nemty_511fee839098dfa28dd859ffd3ece5148be13bfb83baa807ed7cac2200103390.exe,f9d28f3d052718588396c4e9901a95df,511fee839098dfa28dd859ffd3ece5148be13bfb83baa807ed7cac2200103390,۲۱۱,۱,۱,Nemty
۴۵۷,fa722d0667418d68c4935e1461010a8f730f02fa1f595ee68bd0768fd5d1f8bb.exe,2021-08-27 20:46:49,Ransomwares/HelloKitty/HelloKitty_fa722d0667418d68c4935e1461010a8f730f02fa1f595ee68bd0768fd5d1f8bb.exe,85cd7c6931b44a14f4899dfd0039e8b4,fa722d0667418d68c4935e1461010a8f730f02fa1f595ee68bd0768fd5d1f8bb,۱۴۴,۱,۱,HelloKitty
۴۵۸,c7d6719bbfb5baaadda498bf5ef49a3ada1d795b9ae4709074b0e3976968741e.exe,2021-08-27 20:46:49,Ransomwares/HelloKitty/HelloKitty_c7d6719bbfb5baaadda498bf5ef49a3ada1d795b9ae4709074b0e3976968741e.exe,8e4a887acab5f9475c5fa9a26fb9e720,c7d6719bbfb5baaadda498bf5ef49a3ada1d795b9ae4709074b0e3976968741e,۱۹۸,۱,۱,HelloKitty
۴۶۰,b74d0a068b387f7569f9a42729853e742a99ccd71c45946ae153a39eba6b153e.exe,2021-08-27 20:46:49,Ransomwares/HDLocker/HDLocker_b74d0a068b387f7569f9a42729853e742a99ccd71c45946ae153a39eba6b153e.exe,b934f3da07954628bb5423c78b450157,b74d0a068b387f7569f9a42729853e742a99ccd71c45946ae153a39eba6b153e,۱۴۲,۱,۱,HDLocker
۴۶۱,007b5f204f5adfa631bab173a413a849da6d36cb198e9112777facdd090258f2.exe,2021-08-27 20:46:49,Ransomwares/Hydra/Hydra_007b5f204f5adfa631bab173a413a849da6d36cb198e9112777facdd090258f2.exe,3867aff469391fba964309a4ba7a8ca2,007b5f204f5adfa631bab173a413a849da6d36cb198e9112777facdd090258f2,۱۶۵,۱,۱,Hydra
۴۶۴,9dde984b21a00bc3307c28bd81f229500b795ce4e908b6f8cb5fbd338b22b8e1.exe,2021-08-27 20:46:50,Ransomwares/Phobos/Phobos_9dde984b21a00bc3307c28bd81f229500b795ce4e908b6f8cb5fbd338b22b8e1.exe,78143c91631c47b8a3971f8996ab72c5,9dde984b21a00bc3307c28bd81f229500b795ce4e908b6f8cb5fbd338b22b8e1,۲۱۴,۱,۱,Phobos
۴۷۲,d3bf17ac4db4f367cfed8f40f92670066ca97e98d210b043e4d3b89a4971bbdf.exe,2021-08-27 20:46:50,Ransomwares/ESCAL/ESCAL_d3bf17ac4db4f367cfed8f40f92670066ca97e98d210b043e4d3b89a4971bbdf.exe,49e600928f341599650c3c6d7e1bdc79,d3bf17ac4db4f367cfed8f40f92670066ca97e98d210b043e4d3b89a4971bbdf,۱۱۷,۱,۱,ESCAL
۴۷۳,3d3e3a651fac3adb4106b5f49204174ae961d2ee464e07c77ccea0bc3543583c.exe,2021-08-27 20:46:50,Ransomwares/ESCAL/ESCAL_3d3e3a651fac3adb4106b5f49204174ae961d2ee464e07c77ccea0bc3543583c.exe,37a10688bcf44000e3d1b2a08100ef4c,3d3e3a651fac3adb4106b5f49204174ae961d2ee464e07c77ccea0bc3543583c,۱۳۲,۱,۱,ESCAL
۴۷۴,99f3f126c0da424357b510e2b1bb7b80b0a83e77802e9eeaec5119cb26b13231.exe,2021-08-27 20:46:50,Ransomwares/ESCAL/ESCAL_99f3f126c0da424357b510e2b1bb7b80b0a83e77802e9eeaec5119cb26b13231.exe,61e7fef300b01614836c82051d840615,99f3f126c0da424357b510e2b1bb7b80b0a83e77802e9eeaec5119cb26b13231,۱۹۰,۱,۱,ESCAL
۴۷۷,33352a38454cfc247bc7465bf177f5f97d7fd0bd220103d4422c8ec45b4d3d0e.exe,2021-08-27 20:46:50,Ransomwares/Cuba/Cuba_33352a38454cfc247bc7465bf177f5f97d7fd0bd220103d4422c8ec45b4d3d0e.exe,d8fd19fef4605b4217cb2546c470a918,33352a38454cfc247bc7465bf177f5f97d7fd0bd220103d4422c8ec45b4d3d0e,۱۰۹,۱,۱,Cuba
۴۷۸,1fb613ee3b0e7f96f5dea029aae31b86340b0724e88f84a76b386af84d1cf95c.exe,2021-08-27 20:46:50,Ransomwares/Mydoom/Mydoom_1fb613ee3b0e7f96f5dea029aae31b86340b0724e88f84a76b386af84d1cf95c.exe,4ae2e5156253fbeed2c6f13a066c98a1,1fb613ee3b0e7f96f5dea029aae31b86340b0724e88f84a76b386af84d1cf95c,۲۰۹,۱,۱,Mydoom
۴۸۱,ae355c321f1fe36c9539457301a3cf5d8babc58c72a3f6a5ef160253b4002b1a.exe,2021-08-27 20:46:50,Ransomwares/Clop/Clop_ae355c321f1fe36c9539457301a3cf5d8babc58c72a3f6a5ef160253b4002b1a.exe,a8cc764e7c7a62a0fc26bbe3df31daa6,ae355c321f1fe36c9539457301a3cf5d8babc58c72a3f6a5ef160253b4002b1a,۱۰۱,۱,۱,Clop
۴۸۲,15f9ed36d9efc6e570b4f506791ce2c6a849853e2f6d587f30fb12d39dba2649.exe,2021-08-27 20:46:50,Ransomwares/Clop/Clop_15f9ed36d9efc6e570b4f506791ce2c6a849853e2f6d587f30fb12d39dba2649.exe,abdf498691f2b028bae0fa4276edc04b,15f9ed36d9efc6e570b4f506791ce2c6a849853e2f6d587f30fb12d39dba2649,۱۲۵,۱,۱,Clop
۴۸۳,389e03b1a1fd1c527d48df74d3c26a0483a5b105f36841193172f1ee80e62c1b.exe,2021-08-27 20:46:50,Ransomwares/Clop/Clop_389e03b1a1fd1c527d48df74d3c26a0483a5b105f36841193172f1ee80e62c1b.exe,8fc09cb1540a6dea87a078b92c8f2b0a,389e03b1a1fd1c527d48df74d3c26a0483a5b105f36841193172f1ee80e62c1b,۱۸۳,۱,۱,Clop
۴۸۵,d2524674412165813d8a648cdd3ef7788915d4187fef8e9484a45517dfc97ff2.exe,2021-08-27 20:46:50,Ransomwares/Clay/Clay_d2524674412165813d8a648cdd3ef7788915d4187fef8e9484a45517dfc97ff2.exe,3845fd1c54abdf69f8667aa50aa77246,d2524674412165813d8a648cdd3ef7788915d4187fef8e9484a45517dfc97ff2,۹۳,۱,۱,Clay
۴۸۷,81e81f0bbbdb831eda215033b7a7dbf2eed3812f4e58118f181a8e99e613179e.exe,2021-08-27 20:46:50,Ransomwares/Hakbit/Hakbit_81e81f0bbbdb831eda215033b7a7dbf2eed3812f4e58118f181a8e99e613179e.exe,21fa6ebdd397f14bbb68a4e3d012467e,81e81f0bbbdb831eda215033b7a7dbf2eed3812f4e58118f181a8e99e613179e,۱۴۳,۱,۱,Hakbit
۵۰۵,b524ed1cc22253f09d56f54d8ded4566b63352ff739f58de961f8a5bebb0fad9.exe,2021-08-27 20:46:51,Ransomwares/Conti/Conti_b524ed1cc22253f09d56f54d8ded4566b63352ff739f58de961f8a5bebb0fad9.exe,1c2e8cb65ebe1702d2ee519d970d7808,b524ed1cc22253f09d56f54d8ded4566b63352ff739f58de961f8a5bebb0fad9,۱۰۳,۱,۱,Conti
۵۰۶,5d4b4d5adb2cd3fefd95b15725a77c4bf48e14e89a23b94733a9ec7b86e09ea2.exe,2021-08-27 20:46:51,Ransomwares/Conti/Conti_5d4b4d5adb2cd3fefd95b15725a77c4bf48e14e89a23b94733a9ec7b86e09ea2.exe,d584d537e85791336b26dfd49b83599d,5d4b4d5adb2cd3fefd95b15725a77c4bf48e14e89a23b94733a9ec7b86e09ea2,۱۲۶,۱,۱,Conti
۵۰۷,e64e350861b86d4e05668bc25e6c952880f6b39ca921496ccce1487dbf6acab6.exe,2021-08-27 20:46:51,Ransomwares/Conti/Conti_e64e350861b86d4e05668bc25e6c952880f6b39ca921496ccce1487dbf6acab6.exe,8a8ced330677fc62a9a9a02f38652c1d,e64e350861b86d4e05668bc25e6c952880f6b39ca921496ccce1487dbf6acab6,۱۸۴,۱,۱,Conti
۵۳۵,cerber.exe,2021-08-27 20:46:52,Ransomwares/Cerber/Cerber_cerber.exe,8b6bc16fd137c09a08b02bbe1bb7d670,e67834d1e8b38ec5864cfa101b140aeaba8f1900a6e269e6a94c90fcbfe56678,۹۲,۱,۱,Cerber
۵۴۲,95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe,2021-08-27 20:46:52,Ransomwares/LockBit/LockBit_95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf.exe,69bec32d50744293e85606a5e8f80425,95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf,۱۷۲,۱,۱,LockBit
۵۴۳,0c71dcca7d39fd895a7b772ccd2370fc94f5e34423d87974c49f4d1c24cf103b.dll,2021-08-27 20:46:52,Ransomwares/CobaltStrike/CobaltStrike_0c71dcca7d39fd895a7b772ccd2370fc94f5e34423d87974c49f4d1c24cf103b.dll,0cb1d95ef1faac78ebde58de76f340df,0c71dcca7d39fd895a7b772ccd2370fc94f5e34423d87974c49f4d1c24cf103b,۱۰۲,۱,۱,CobaltStrike
۵۴۴,1c22cba25d32a0103ef7860b73c496ffac0b618feb6158e486b7bbeea727f077.zip,2021-08-27 20:46:52,Ransomwares/HiddenTears/HiddenTears_1c22cba25d32a0103ef7860b73c496ffac0b618feb6158e486b7bbeea727f077.zip,0c35b2d76a6ab335123e147a16fec5a7,1c22cba25d32a0103ef7860b73c496ffac0b618feb6158e486b7bbeea727f077,۱۴۶,۱,۱,HiddenTears
۵۴۸,3edbea6a51777aa0f851e4df845fe743273efbad2989c5eaf8c5340b263f1292.exe,2021-08-27 20:46:52,Ransomwares/ArkeiStealer/ArkeiStealer_3edbea6a51777aa0f851e4df845fe743273efbad2989c5eaf8c5340b263f1292.exe,5db2442c0bdb78ce1755785b6cb0c3e9,3edbea6a51777aa0f851e4df845fe743273efbad2989c5eaf8c5340b263f1292,۸۲,۱,۱,ArkeiStealer
۵۴۹,744ec52f480cb86b7e84fbbfe4b1880f57219dae5683b746f88d6ee4ba394751.exe,2021-08-27 20:46:52,Ransomwares/ArkeiStealer/ArkeiStealer_744ec52f480cb86b7e84fbbfe4b1880f57219dae5683b746f88d6ee4ba394751.exe,9bd737b220a4040dbcaf17f48be54a98,744ec52f480cb86b7e84fbbfe4b1880f57219dae5683b746f88d6ee4ba394751,۸۴,۱,۱,ArkeiStealer
۵۵۰,8a4214d3c69df6a10e057fe1071e6bbb2ebd463bf3e73b9c66c3cbf3f31839b2.exe,2021-08-27 20:46:52,Ransomwares/ArkeiStealer/ArkeiStealer_8a4214d3c69df6a10e057fe1071e6bbb2ebd463bf3e73b9c66c3cbf3f31839b2.exe,5cdd19ef5b649d28c7532156184809f7,8a4214d3c69df6a10e057fe1071e6bbb2ebd463bf3e73b9c66c3cbf3f31839b2,۹۶,۱,۱,ArkeiStealer
۵۵۱,fdf29de5bc715feaa80709bdddd59b8293aa538d257ba9dd6a287d065ecb68a8.exe,2021-08-27 20:46:52,Ransomwares/ArkeiStealer/ArkeiStealer_fdf29de5bc715feaa80709bdddd59b8293aa538d257ba9dd6a287d065ecb68a8.exe,14da6bbbc4669ca3f691d7051c07ed1b,fdf29de5bc715feaa80709bdddd59b8293aa538d257ba9dd6a287d065ecb68a8,۱۲۱,۱,۱,ArkeiStealer
۵۵۲,d43b271fb4931263f8fa54b297e3cf60762a0fe5c50ed76999f276dcc3c283be.exe,2021-08-27 20:46:52,Ransomwares/DarkSide/DarkSide_d43b271fb4931263f8fa54b297e3cf60762a0fe5c50ed76999f276dcc3c283be.exe,b9d04060842f71d1a8f3444316dc1843,d43b271fb4931263f8fa54b297e3cf60762a0fe5c50ed76999f276dcc3c283be,۱۱۰,۱,۱,DarkSide
۵۵۳,e0493b082077648eb33ca1294f2b26bc4c96d3820913c46330923e8bb3d73230.exe,2021-08-27 20:46:53,Ransomwares/DarkSide/DarkSide_e0493b082077648eb33ca1294f2b26bc4c96d3820913c46330923e8bb3d73230.exe,2f31ce153a8f1d9e30e8ee7305ee7a6a,e0493b082077648eb33ca1294f2b26bc4c96d3820913c46330923e8bb3d73230,۱۲۸,۱,۱,DarkSide
۵۵۴,43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa.exe,2021-08-27 20:46:53,Ransomwares/DarkSide/DarkSide_43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa.exe,f9fc1a1a95d5723c140c2a8effc93722,43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa,۱۸۶,۱,۱,DarkSide
۶۰۴,Locky,2021-08-27 20:46:54,Ransomwares/Locky/Locky_Locky,b06d9dd17c69ed2ae75d9e40b2631b42,bc98c8b22461a2c2631b2feec399208fdc4ecd1cd2229066c2f385caa958daa3,۱۷۳,۱,۱,Locky
۶۰۵,ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541.dll,2021-08-27 20:46:54,Ransomwares/None/None_ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541.dll,427105821263afeeccca05b43ea8dac4,ee06c557f1acd5c4948b1df0413e49f3885f8ac96185a9d986b91a1231444541,۲۱۲,۱,۱,None
