"ID","r","rw","rx","rwc","rwx","rwxc","label","category","sample"
1427,103,158,41,80,5,0,"B","internet","B_internet_Chat, Instant Messaging & Phone_LAN Messenger Portable.exe.json"
1428,111,192,45,109,5,0,"B","internet","B_internet_Chat, Instant Messaging & Phone_Mumble Portable.exe.json"
1429,111,207,45,120,5,0,"B","internet","B_internet_Chat, Instant Messaging & Phone_Pidgin Portable.exe.json"
1430,111,195,45,109,5,0,"B","internet","B_internet_Chat, Instant Messaging & Phone_qTox Portable.exe.json"
1431,111,199,45,109,5,0,"B","music","B_music_video_Audio Editors & Converters_LameXP Portable.exe.json"
1432,103,195,41,118,5,0,"B","music","B_music_video_Audio Editors & Converters_TAudioConverter Portable.exe.json"
1433,103,193,41,117,5,0,"B","music","B_music_video_Audio Editors & Converters_TAudioConverter Portable.exe.json"
1434,111,188,45,108,5,0,"B","music","B_music_video_Audio Editors & Converters_winLAME Portable.exe.json"
1435,111,191,45,109,5,0,"B","music","B_music_video_Media Players_Media Player Classic - Home Cinema (MPC-HC) Portable.exe.json"
1436,111,201,45,108,5,0,"B","music","B_music_video_Media Players_Qmmp Portable.exe.json"
1437,111,204,45,120,5,0,"B","music","B_music_video_Media Players_SMPlayer Portable.exe.json"
1438,111,211,45,120,5,0,"B","music","B_music_video_Media Players_VLC Media Player Portable.exe.json"
1439,111,192,45,109,5,0,"B","music","B_music_video_Media Players_XMPlay Portable.exe.json"
1440,111,199,45,109,5,0,"B","music","B_music_video_Media Utilities_MediaInfo Portable.exe.json"
1441,111,202,45,109,5,0,"B","music","B_music_video_Media Utilities_MusicBrainz Picard Portable.exe.json"
1442,111,210,45,109,5,0,"B","music","B_music_video_Music Creation and Notation_Mixxx Portable.exe.json"
1443,111,201,45,109,5,0,"B","music","B_music_video_Music Creation and Notation_MuseScore Portable.exe.json"
1444,111,194,45,109,5,0,"B","music","B_music_video_Video Editors, Converters,  & Recorders_Avidemux Portable.exe.json"
1445,111,205,45,114,5,0,"B","office","B_office_Document Viewers_PDF-XChange Editor Portable.exe.json"
1446,113,209,46,126,5,0,"B","office","B_office_Document Viewers_PDF-XChange Viewer Portable.exe.json"
1447,111,191,45,109,5,0,"B","office","B_office_Document Viewers_Sumatra PDF Portable.exe.json"
1448,103,199,41,118,5,0,"B","office","B_office_Document Viewers_WinDjView Portable.exe.json"
1449,109,201,44,123,5,0,"B","office","B_office_Financial_Finance Explorer Portable.exe.json"
1450,137,188,54,101,6,0,"B","office","B_office_Financial_GnuCash Portable.exe.json"
1451,111,195,45,109,5,0,"B","office","B_office_Financial_Money Manager Ex Portable.exe.json"
1452,111,202,45,110,5,0,"B","office","B_office_Journaling_RedNotebook Portable.exe.json"
1453,137,204,54,119,6,0,"B","office","B_office_Office Suites_Apache OpenOffice Portable.exe.json"
1454,109,129,44,52,5,0,"B","security","B_security_Antivirus & Antispyware_mssPortable.exe.json"
1455,111,199,45,114,5,0,"B","security","B_security_Antivirus & Antispyware_Spybot - Search & Destroy Portable.exe.json"
1456,111,192,45,107,5,0,"B","security","B_security_Encryption and Signing_GPG Plugin Portable.exe.json"
1457,111,208,45,114,5,0,"B","security","B_security_Encryption and Signing_VeraCrypt Portable.exe.json"
1458,103,157,41,80,5,0,"B","security","B_security_Firewall_PeerBlock.exe.json"
1459,111,191,45,109,5,0,"B","security","B_security_Password Managers and Generators_KeePass Classic Password Safe Portable.exe.json"
1460,111,199,45,108,5,0,"B","security","B_security_Password Managers and Generators_KeePass Professional Password Safe Portable.exe.json"
1461,111,198,45,109,5,0,"B","security","B_security_Password Managers and Generators_KeePassXC Portable.exe.json"
1462,103,158,41,80,5,0,"B","security","B_security_Password Managers and Generators_Password Gorilla Portable.exe.json"
1463,111,193,45,109,5,0,"B","security","B_security_Password Managers and Generators_PWGen Portable.exe.json"
1464,103,154,41,80,5,0,"B","security","B_security_Secure File Deletion_Eraser Portable.exe.json"
1465,103,154,41,80,5,0,"B","security","B_security_Secure File Deletion_EraserDrop Portable.exe.json"
1466,109,117,44,33,5,0,"B","utilities","B_utilities_Disk Tools_SSD-Z Portable.exe.json"
1467,111,199,45,109,5,0,"B","utilities","B_utilities_Disk Tools_UltraDefrag Portable.exe.json"
1468,111,191,45,109,5,0,"B","utilities","B_utilities_Disk Tools_UNetbootin Portable.exe.json"
1469,107,111,43,32,5,0,"B","utilities","B_utilities_Disk Tools_WinCDEmu Portable.exe.json"
1470,111,199,45,114,5,0,"B","utilities","B_utilities_Disk Tools_Wise Disk Cleaner Portable.exe.json"
1471,111,188,45,108,5,0,"B","utilities","B_utilities_Disk Tools_YUMI Portable.exe.json"
1472,111,195,45,108,5,0,"B","utilities","B_utilities_Disk Tools_YUMI-UEFI Portable.exe.json"
1473,103,154,41,80,5,0,"B","utilities","B_utilities_File Comparison_Diffpdf Portable.exe.json"
1474,103,156,41,80,5,0,"B","utilities","B_utilities_File Comparison_Duplicate Files Finder Portable.exe.json"
1475,103,157,41,80,5,0,"B","utilities","B_utilities_File Comparison_Regshot Portable.exe.json"
1476,113,215,46,130,5,0,"B","utilities","B_utilities_File Comparison_WhatChanged Portable.exe.json"
1477,111,192,45,109,5,0,"B","utilities","B_utilities_File Comparison_WinMerge 2011 Portable.exe.json"
1478,111,201,45,109,5,0,"B","utilities","B_utilities_File Comparison_WinMerge Portable.exe.json"
1479,111,192,45,109,5,0,"B","utilities","B_utilities_File Compression & Packaging_7-Zip Portable.exe.json"
1480,137,189,54,101,6,0,"B","utilities","B_utilities_File Compression & Packaging_FileOptimizer Portable.exe.json"
1481,111,196,45,109,5,0,"B","utilities","B_utilities_File Compression & Packaging_FUPX Portable.exe.json"
1482,111,193,45,109,5,0,"B","utilities","B_utilities_File Compression & Packaging_PeaZip Portable.exe.json"
1483,111,191,45,108,5,0,"B","utilities","B_utilities_File Compression & Packaging_PortableApps.com AppCompactor.exe.json"
1484,103,157,41,80,5,0,"B","utilities","B_utilities_File Managers_CubicExplorer Portable.exe.json"
1485,103,158,41,80,5,0,"B","utilities","B_utilities_File Managers_Explorer++Portable.exe.json"
1486,111,195,45,109,5,0,"B","utilities","B_utilities_File Managers_FileVoyager Portable.exe.json"
1487,111,191,45,109,5,0,"B","internet","B_internet_Chat, Instant Messaging & Phone_Telegram Desktop Portable.exe.json"
1488,109,117,44,33,5,0,"B","internet","B_internet_Download Managers and Accelerators_DamnVid Portable.exe.json"
1489,113,213,46,131,5,0,"B","internet","B_internet_Download Managers and Accelerators_Free Download Manager Portable.exe.json"
1490,111,217,45,120,5,0,"B","internet","B_internet_Download Managers and Accelerators_uGet Portable.exe.json"
1491,107,110,43,32,5,0,"B","internet","B_internet_Download Managers and Accelerators_WinWGet Portable.exe.json"
1492,103,195,41,118,5,0,"B","internet","B_internet_Download Managers and Accelerators_wxDownload Fast Portable.exe.json"
1493,111,185,45,109,5,0,"B","internet","B_internet_Email_Mozilla Thunderbird, Portable Edition.exe.json"
1494,107,125,43,32,5,0,"B","internet","B_internet_Email_Opera Mail Portable.exe.json"
1495,111,197,45,109,5,0,"B","internet","B_internet_Email_PopMan Portable.exe.json"
1496,109,129,44,33,5,0,"B","internet","B_internet_Email_Sylpheed Portable.exe.json"
1497,111,194,45,109,5,0,"B","internet","B_internet_File Sharing_qBittorrent Portable.exe.json"
1498,111,191,45,109,5,0,"B","internet","B_internet_File Sharing_Transmission Portable.exe.json"
1499,109,128,44,52,5,0,"B","internet","B_internet_File Sharing_µTorrent Portable.exe.json"
1500,111,206,45,109,5,0,"B","internet","B_internet_FTP, SFTP and SCP Clients_FileZilla Portable.exe.json"
1501,111,208,45,120,5,0,"B","internet","B_internet_FTP, SFTP and SCP Clients_WinSCP Portable.exe.json"
1502,507,370,168,105,70,0,"B","internet","B_internet_Podcast Receivers_gPodder Portable.exe.json"
1503,131,243,53,123,5,0,"B","internet","B_internet_Podcast Receivers_gPodder Portable.exe.json"
1504,103,154,41,80,5,0,"B","internet","B_internet_RSS Readers_FeedRoller Portable.exe.json"
1505,111,191,45,109,5,0,"B","internet","B_internet_RSS Readers_QuiteRSS Portable.exe.json"
1506,111,192,45,108,5,0,"B","internet","B_internet_Telnet & SSH_KiTTY Portable.exe.json"
1507,111,188,45,108,5,0,"B","internet","B_internet_Telnet & SSH_PuTTY Portable.exe.json"
1508,111,202,45,109,5,0,"B","music","B_music_video_Video Editors, Converters,  & Recorders_OBS Studio Portable.exe.json"
1509,137,189,54,101,6,0,"B","music","B_music_video_Video Editors, Converters,  & Recorders_OpenShot Portable.exe.json"
1510,137,188,54,101,6,0,"B","music","B_music_video_Video Editors, Converters,  & Recorders_Shotcut Portable.exe.json"
1511,107,120,43,32,5,0,"B","music","B_music_video_Video Editors, Converters,  & Recorders_TEncoder Video Converter Portable.exe.json"
1512,103,161,41,80,5,0,"B","music","B_music_video_Video Editors, Converters,  & Recorders_VirtualDub Portable.exe.json"
1513,109,119,44,46,5,0,"B","office","B_office_Office Suites_LibreOffice Portable.exe.json"
1514,137,228,54,110,6,0,"B","office","B_office_Organization_Cherrytree Portable.exe.json"
1515,111,147,45,24,5,0,"B","office","B_office_Organization_Cherrytree Portable.exe.json"
1516,111,192,45,109,5,0,"B","office","B_office_Organization_QOwnNotes Portable.exe.json"
1517,120,142,46,70,6,0,"B","office","B_office_Organization_Task Coach Portable.exe.json"
1518,109,208,44,123,5,0,"B","office","B_office_Organization_The Guide Portable.exe.json"
1519,113,213,46,131,5,0,"B","office","B_office_Other_CintaNotes Portable.exe.json"
1520,103,162,41,80,5,0,"B","office","B_office_Other_KeepNotePortable.exe.json"
1521,109,116,44,33,5,0,"B","office","B_office_Other_PDFTK Builder Portable.exe.json"
1522,137,199,54,114,6,0,"B","office","B_office_Presentations_LibreOffice Portable Impress.exe.json"
1523,111,200,45,114,5,0,"B","utilities","B_utilities_File Managers_FreeCommander Portable.exe.json"
1524,111,196,45,114,5,0,"B","utilities","B_utilities_File Managers_Q-Dir Portable.exe.json"
1525,111,204,45,109,5,0,"B","utilities","B_utilities_Font Tools_FontForge Portable.exe.json"
1526,103,157,41,80,5,0,"B","utilities","B_utilities_Networking_DynDNS Simply Client Portable.exe.json"
1527,109,125,44,52,5,0,"B","utilities","B_utilities_Networking_TCPView Portable.exe.json"
1528,103,154,41,80,5,0,"B","utilities","B_utilities_Networking_WinMTR Portable.exe.json"
1529,103,196,41,118,5,0,"B","utilities","B_utilities_Other_Ant Renamer Portable.exe.json"
1530,111,198,45,114,5,0,"B","utilities","B_utilities_Other_AquaSnap Portable.exe.json"
1531,115,134,47,54,5,0,"B","utilities","B_utilities_Other_Autoruns Portable.exe.json"
1532,107,109,43,32,5,0,"B","utilities","B_utilities_Other_BabelMap Portable.exe.json"
1533,111,202,45,110,5,0,"B","utilities","B_utilities_Other_BleachBit Portable.exe.json"
1534,111,195,45,114,5,0,"B","utilities","B_utilities_Other_BOINC Portable.exe.json"
1535,111,188,45,108,5,0,"B","utilities","B_utilities_Other_CamStudio Portable.exe.json"
1536,109,122,44,52,5,0,"B","utilities","B_utilities_Other_ccPortable.exe.json"
1537,111,189,45,109,5,0,"B","utilities","B_utilities_Other_Checksum Control Portable.exe.json"
1538,111,191,45,109,5,0,"B","utilities","B_utilities_Other_Command Prompt Portable.exe.json"
1539,103,160,41,80,5,0,"B","utilities","B_utilities_Other_Console Portable.exe.json"
1540,103,154,41,80,5,0,"B","utilities","B_utilities_Other_ControlPad Portable.exe.json"
1541,113,211,46,131,5,0,"B","utilities","B_utilities_Other_Converber Portable.exe.json"
1542,111,191,45,109,5,0,"B","utilities","B_utilities_Other_ConvertAll Portable.exe.json"
1543,111,191,45,109,5,0,"B","utilities","B_utilities_Other_CopyQ Portable.exe.json"
1544,111,194,45,113,5,0,"B","utilities","B_utilities_Other_CPU-Z Portable.exe.json"
1545,109,122,44,52,5,0,"B","utilities","B_utilities_Other_DebugView Portable.exe.json"
1546,111,196,45,109,5,0,"B","utilities","B_utilities_Other_Ditto Portable.exe.json"
1547,103,156,41,80,5,0,"B","utilities","B_utilities_Other_dotNETInspector Portable.exe.json"
1548,111,198,45,114,5,0,"B","utilities","B_utilities_Other_DUMo Portable.exe.json"
1549,113,207,46,126,5,0,"B","utilities","B_utilities_Other_FastCopy Portable.exe.json"
1550,103,155,41,80,5,0,"B","utilities","B_utilities_Other_FileAlyzer Portable.exe.json"
1551,111,210,45,114,5,0,"B","utilities","B_utilities_Other_Folding@home Portable.exe.json"
1552,111,191,45,109,5,0,"B","utilities","B_utilities_Other_GeekUninstaller Portable.exe.json"
1553,111,188,45,107,5,0,"B","utilities","B_utilities_Other_Ghostscript Portable.exe.json"
1554,111,191,45,109,5,0,"B","utilities","B_utilities_Other_GPU-Z Portable.exe.json"
1555,111,192,45,109,5,0,"B","utilities","B_utilities_Other_grepWin Portable.exe.json"
1556,111,199,45,113,5,0,"B","utilities","B_utilities_Other_HWiNFO Portable.exe.json"
1557,109,123,44,33,5,0,"B","utilities","B_utilities_Other_IObit Uninstaller Portable.exe.json"
1558,111,200,45,114,5,0,"B","utilities","B_utilities_Other_IObit Unlocker Portable.exe.json"
1559,109,130,44,52,5,0,"B","utilities","B_utilities_Other_jdkPortable.exe.json"
1560,119,227,49,128,5,0,"B","utilities","B_utilities_Other_jPortable Launcher.exe.json"
1561,109,124,44,53,5,0,"B","utilities","B_utilities_Other_jPortable.exe.json"
1562,111,204,45,114,5,0,"B","utilities","B_utilities_Other_KCleaner Portable.exe.json"
1563,111,189,45,108,5,0,"B","utilities","B_utilities_Other_Lightscreen Portable.exe.json"
1564,103,156,41,80,5,0,"B","utilities","B_utilities_Other_Listary Portable.exe.json"
1565,111,189,45,107,5,0,"B","utilities","B_utilities_Other_OpenJDK JRE Portable.exe.json"
1566,111,192,45,107,5,0,"B","utilities","B_utilities_Other_OpenJDK Portable.exe.json"
1567,109,116,44,33,5,0,"B","utilities","B_utilities_Other_PCI-Z Portable.exe.json"
1568,103,154,41,80,5,0,"B","utilities","B_utilities_Other_QwikMark Portable.exe.json"
1569,109,129,44,52,5,0,"B","utilities","B_utilities_Other_RAMMap Portable.exe.json"
1570,111,191,45,108,5,0,"B","utilities","B_utilities_Other_Rapid CRC Unicode Portable.exe.json"
1571,111,189,45,108,5,0,"B","utilities","B_utilities_Other_RBTray Portable.exe.json"
1572,103,157,41,80,5,0,"B","utilities","B_utilities_Other_RegAlyzer Portable.exe.json"
1573,111,191,45,109,5,0,"B","utilities","B_utilities_Other_ReNamer Portable.exe.json"
1574,111,197,45,113,5,0,"B","utilities","B_utilities_Other_Resource Hacker Portable.exe.json"
1575,111,198,45,114,5,0,"B","utilities","B_utilities_Other_Revo Uninstaller Portable.exe.json"
1576,111,188,45,108,5,0,"B","utilities","B_utilities_Other_Shortcuts Search And Replace Portable.exe.json"
1577,103,158,41,81,5,0,"B","utilities","B_utilities_Other_SIW (System Information for Windows) Portable.exe.json"
1578,109,131,44,52,5,0,"B","utilities","B_utilities_Other_specPortable.exe.json"
1579,111,193,45,108,5,0,"B","utilities","B_utilities_Other_SpeedyFox Portable.exe.json"
1580,111,197,45,113,5,0,"B","utilities","B_utilities_Other_Startup Sentinel Portable.exe.json"
1581,111,193,45,113,5,0,"B","utilities","B_utilities_Other_SUMo Portable.exe.json"
1582,111,193,45,113,5,0,"B","utilities","B_utilities_Other_TinyTask Portable.exe.json"
1583,111,194,45,114,5,0,"B","utilities","B_utilities_Other_TreeSize Free Portable.exe.json"
1584,113,212,46,130,5,0,"B","utilities","B_utilities_Other_TyperTask Portable.exe.json"
1585,111,191,45,109,5,0,"B","utilities","B_utilities_Other_Virtual Volumes View Portable.exe.json"
1586,111,188,45,108,5,0,"B","utilities","B_utilities_Other_VirtuaWin Portable.exe.json"
1587,103,156,41,80,5,0,"B","utilities","B_utilities_Other_WhoDat Portable.exe.json"
1588,103,157,41,80,5,0,"B","utilities","B_utilities_Other_WinDirStat Portable.exe.json"
1589,103,155,41,80,5,0,"B","utilities","B_utilities_Other_Windows Error Lookup Tool Portable.exe.json"
1590,103,154,41,80,5,0,"B","utilities","B_utilities_Other_winMd5Sum Portable.exe.json"
1591,109,126,44,52,5,0,"B","utilities","B_utilities_Other_WinObj Portable.exe.json"
1592,111,200,45,114,5,0,"B","utilities","B_utilities_Other_Wise Data Recovery Portable.exe.json"
1593,111,199,45,114,5,0,"B","utilities","B_utilities_Other_Wise Program Uninstaller Portable.exe.json"
1594,111,199,45,114,5,0,"B","utilities","B_utilities_Other_Wise Registry Cleaner Portable.exe.json"
1595,111,196,45,114,5,0,"B","utilities","B_utilities_Other_WizTree Portable.exe.json"
1596,111,193,45,109,5,0,"B","utilities","B_utilities_Other_Workrave Portable.exe.json"
1597,103,165,41,81,5,0,"B","utilities","B_utilities_Other_xpy Portable.exe.json"
1598,111,195,45,108,5,0,"B","utilities","B_utilities_Other_Zint Barcode Studio Portable.exe.json"
1599,103,158,41,81,5,0,"B","utilities","B_utilities_Other_ZSoft Uninstaller Portable.exe.json"
1600,103,154,41,80,5,0,"B","utilities","B_utilities_Remote Connectivity_2X Client Portable.exe.json"
1601,103,160,41,81,5,0,"B","utilities","B_utilities_Remote Connectivity_TeamViewer Portable.exe.json"
1602,111,200,45,114,5,0,"B","utilities","B_utilities_Synchronization_DSynchronize Portable.exe.json"
1603,103,161,41,80,5,0,"B","utilities","B_utilities_Synchronization_FreeFileSync Portable.exe.json"
1604,103,195,41,118,5,0,"B","utilities","B_utilities_Synchronization_Synkron Portable.exe.json"
1605,111,190,45,109,5,0,"B","utilities","B_utilities_Synchronization_Toucan.exe.json"
1606,103,199,41,118,5,0,"B","utilities","B_utilities_Task Managers_Daphne Portable.exe.json"
1607,111,199,45,114,5,0,"B","utilities","B_utilities_Task Managers_DTaskManager Portable.exe.json"
1608,109,128,44,52,5,0,"B","utilities","B_utilities_Task Managers_Process Explorer Portable.exe.json"
1609,107,109,43,32,5,0,"B","utilities","B_utilities_Task Managers_Process Hacker Portable.exe.json"
1610,109,127,44,52,5,0,"B","utilities","B_utilities_Task Managers_Process Monitor Portable.exe.json"
1611,107,110,43,32,5,0,"B","utilities","B_utilities_Task Managers_System Explorer Portable.exe.json"
1612,109,127,44,52,5,0,"B","utilities","B_utilities_Task Managers_VMMap Portable.exe.json"
1613,103,154,41,80,5,0,"B","utilities","B_utilities_Timers and Clocks_Cook Timer Portable.exe.json"
10,123,206,41,71,98,19,"M","EternalRocks.json","M_EternalRocks.json"
11,44,59,19,27,6,0,"M","GrandCrab.json","M_GrandCrab.json"
12,173,183,59,66,79,11,"M","Jigsaw.json","M_Jigsaw.json"
13,123,193,40,87,90,19,"M","Jigsaw.json","M_Jigsaw.json"
14,120,103,50,29,6,0,"M","WannaCry.json","M_WannaCry.json"
15,52,61,22,22,5,0,"M","WannaCry.json","M_WannaCry.json"
16,107,77,44,31,6,0,"M","WannaCry.json","M_WannaCry.json"
17,107,77,44,31,6,0,"M","WannaCry.json","M_WannaCry.json"
18,52,61,22,22,5,0,"M","WannaCry.json","M_WannaCry.json"
19,52,61,22,22,5,0,"M","WannaCry.json","M_WannaCry.json"
20,52,61,22,22,5,0,"M","WannaCry.json","M_WannaCry.json"
21,108,68,44,32,3,0,"M","WannaCry.json","M_WannaCry.json"
22,122,94,49,28,6,0,"M","WannaCry.json","M_WannaCry.json"
23,107,77,44,31,6,0,"M","WannaCry.json","M_WannaCry.json"
24,94,149,37,27,5,0,"M","WannaCry.json","M_WannaCry.json"
25,66,65,25,22,5,0,"M","WannaCry.json","M_WannaCry.json"
26,69,76,26,29,5,0,"M","WannaCry.json","M_WannaCry.json"
27,48,60,20,23,5,0,"M","WannaCry.json","M_WannaCry.json"
28,52,61,22,22,5,0,"M","WannaCry.json","M_WannaCry.json"
29,34,47,13,19,5,0,"M","WannaCry.json","M_WannaCry.json"
30,69,73,26,28,5,0,"M","WannaCry.json","M_WannaCry.json"
31,69,74,26,28,5,0,"M","WannaCry.json","M_WannaCry.json"
32,127,135,54,35,6,0,"M","WannaCry.json","M_WannaCry.json"
33,34,48,13,19,5,0,"M","WannaCry.json","M_WannaCry.json"
34,107,77,44,31,6,0,"M","WannaCry.json","M_WannaCry.json"
35,71,67,27,24,6,0,"M","WannaCry.json","M_WannaCry.json"
36,83,88,33,27,5,0,"M","WannaCry.json","M_WannaCry.json"
37,68,70,26,28,5,0,"M","WannaCry.json","M_WannaCry.json"
38,69,71,26,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
39,120,102,50,29,6,0,"M","Zeppelin.json","M_Zeppelin.json"
40,120,101,50,29,6,0,"M","Zeppelin.json","M_Zeppelin.json"
41,83,89,33,27,5,0,"M","Zeppelin.json","M_Zeppelin.json"
42,69,75,26,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
43,66,65,25,23,5,0,"M","Zeppelin.json","M_Zeppelin.json"
44,83,89,33,27,5,0,"M","Zeppelin.json","M_Zeppelin.json"
45,105,101,44,29,6,0,"M","Zeppelin.json","M_Zeppelin.json"
46,94,86,37,26,7,1,"M","Zeppelin.json","M_Zeppelin.json"
47,73,68,28,22,6,0,"M","Zeppelin.json","M_Zeppelin.json"
48,66,70,25,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
49,162,158,67,35,7,1,"M","Zeppelin.json","M_Zeppelin.json"
50,128,133,51,40,6,0,"M","Zeppelin.json","M_Zeppelin.json"
51,66,70,25,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
52,127,128,52,33,6,0,"M","Zeppelin.json","M_Zeppelin.json"
53,108,114,42,35,6,0,"M","Zeppelin.json","M_Zeppelin.json"
54,69,75,26,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
55,73,68,28,22,6,0,"M","Zeppelin.json","M_Zeppelin.json"
56,95,90,37,34,6,0,"M","Zeppelin.json","M_Zeppelin.json"
57,160,157,69,33,7,1,"M","Zeppelin.json","M_Zeppelin.json"
58,73,68,28,22,6,0,"M","Zeppelin.json","M_Zeppelin.json"
59,66,70,25,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
60,12,10,4,5,3,0,"M","Zeppelin.json","M_Zeppelin.json"
61,127,135,52,32,6,0,"M","Zeppelin.json","M_Zeppelin.json"
62,105,101,44,29,6,0,"M","Zeppelin.json","M_Zeppelin.json"
63,73,68,28,22,6,0,"M","Zeppelin.json","M_Zeppelin.json"
64,66,65,25,23,5,0,"M","Zeppelin.json","M_Zeppelin.json"
65,69,76,26,28,5,0,"M","Zeppelin.json","M_Zeppelin.json"
252,31,50,12,25,7,0,"M","ArkeiStealer","M_ArkeiStealer_3edbea6a51777aa0f851e4df845fe743273efbad2989c5eaf8c5340b263f1292.exe.json"
253,66,64,25,26,7,0,"M","ArkeiStealer","M_ArkeiStealer_744ec52f480cb86b7e84fbbfe4b1880f57219dae5683b746f88d6ee4ba394751.exe.json"
254,66,64,25,25,7,0,"M","ArkeiStealer","M_ArkeiStealer_8a4214d3c69df6a10e057fe1071e6bbb2ebd463bf3e73b9c66c3cbf3f31839b2.exe.json"
255,64,61,24,24,7,0,"M","ArkeiStealer","M_ArkeiStealer_fdf29de5bc715feaa80709bdddd59b8293aa538d257ba9dd6a287d065ecb68a8.exe.json"
256,44,56,18,26,7,0,"M","Avaddon","M_Avaddon_48689c986eb553e6a7aeba973501b9660cb1418d4ec3ba9d0511f82799d1422c.exe.json"
257,120,101,50,29,6,0,"M","Avaddon","M_Avaddon_c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028.exe.json"
258,83,88,33,27,5,0,"M","Avaddon","M_Avaddon_c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028.exe.json"
259,120,101,50,29,6,0,"M","Avaddon","M_Avaddon_c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028.exe.json"
260,83,88,33,27,5,0,"M","Avaddon","M_Avaddon_c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028.exe.json"
261,120,101,50,29,6,0,"M","Avaddon","M_Avaddon_c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028.exe.json"
262,83,89,33,27,5,0,"M","Avaddon","M_Avaddon_c14dd4a0831ea2548e1ddfd54b9704fe8ad0057924ede041c8c064b66690a028.exe.json"
263,136,203,55,28,6,0,"M","Babuk","M_Babuk_6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094.exe.json"
264,55,58,15,25,42,0,"M","Babuk","M_Babuk_6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094.exe.json"
265,85,74,26,27,61,0,"M","Babuk","M_Babuk_6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094.exe.json"
266,55,58,15,25,42,0,"M","Babuk","M_Babuk_ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847.exe.json"
267,85,74,26,27,60,0,"M","Babuk","M_Babuk_ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847.exe.json"
268,136,211,55,28,6,0,"M","Babuk","M_Babuk_bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc.exe.json"
269,55,58,15,25,42,0,"M","Babuk","M_Babuk_bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc.exe.json"
270,85,73,26,27,61,0,"M","Babuk","M_Babuk_bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc.exe.json"
271,136,207,55,28,6,0,"M","Babuk","M_Babuk_f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683.exe.json"
272,55,58,15,25,42,0,"M","Babuk","M_Babuk_f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683.exe.json"
273,85,73,26,27,60,0,"M","Babuk","M_Babuk_f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683.exe.json"
274,67,61,26,21,5,0,"M","BB","M_BB_dee28396d1ec3e91bad9b0cb0b945a5512a70882bffbb1f47e153b27b41977df.exe.json"
275,65,71,19,21,60,0,"M","BlackKingdom","M_BlackKingdom_e4d74735b0fe22e977c622d8bcd6de638ebbb71aaaace38a0a924fc514131e18.exe.json"
276,85,68,25,28,60,0,"M","BlackKingdom","M_BlackKingdom_e4d74735b0fe22e977c622d8bcd6de638ebbb71aaaace38a0a924fc514131e18.exe.json"
277,43,64,13,18,56,0,"M","BlackKingdom","M_BlackKingdom_fed02796762f63978094ad4b21b1952948cea78281abb55ba58bbb7886531ea1.exe.json"
278,40,50,12,19,56,0,"M","BlackKingdom","M_BlackKingdom_fed02796762f63978094ad4b21b1952948cea78281abb55ba58bbb7886531ea1.exe.json"
279,93,77,28,28,64,0,"M","BlackRose","M_BlackRose_8fec485e47fd1231aeb1a4107a4918f92c2b15fa66e9171be39a765d26a12acb.exe.json"
280,62,58,18,21,50,0,"M","Clay","M_Clay_d2524674412165813d8a648cdd3ef7788915d4187fef8e9484a45517dfc97ff2.exe.json"
281,104,88,42,27,6,0,"M","Clop","M_Clop_15f9ed36d9efc6e570b4f506791ce2c6a849853e2f6d587f30fb12d39dba2649.exe.json"
282,54,52,15,20,42,0,"M","CobaltStrike","M_CobaltStrike_0c71dcca7d39fd895a7b772ccd2370fc94f5e34423d87974c49f4d1c24cf103b.dll.json"
283,99,84,39,29,5,0,"M","CobaltStrike","M_CobaltStrike_0c71dcca7d39fd895a7b772ccd2370fc94f5e34423d87974c49f4d1c24cf103b.dll.json"
284,139,1990,59,32,7,0,"M","CryLock","M_CryLock_03014ebd23ea5748d944cadd8b2ab3001fea716b877ff537737eee63ee5cfe28.exe.json"
